,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Year
38589,AL121994,             GORDON,1994-11-10,600, L, TD,14.0,-83.4,30,1994
38601,AL121994,             GORDON,1994-11-13,300, L, TS,17.9,-76.8,35,1994
38604,AL121994,             GORDON,1994-11-13,1300, L, TS,20.0,-74.9,40,1994
38613,AL121994,             GORDON,1994-11-15,1300, L, TS,24.6,-81.7,45,1994
38618,AL121994,             GORDON,1994-11-16,1300, L, TS,26.5,-81.9,45,1994
38637,AL121994,             GORDON,1994-11-21,300, L, TD,28.5,-80.6,25,1994
38652,AL011995,            ALLISON,1995-06-05,1400, L, TS,29.9,-84.4,60,1995
38653,AL011995,            ALLISON,1995-06-05,1500, L, TS,30.1,-84.2,55,1995
38696,AL021995,              BARRY,1995-07-09,2130, L, TS,45.3,-61.0,50,1995
38697,AL021995,              BARRY,1995-07-09,2200, L, TS,45.6,-60.8,45,1995
38751,AL041995,               DEAN,1995-07-31,200, L, TS,29.2,-95.3,40,1995
38773,AL051995,               ERIN,1995-08-02,615, L, HU,27.7,-80.3,75,1995
38780,AL051995,               ERIN,1995-08-03,1600, L, HU,30.3,-87.2,75,1995
38798,AL061995,            UNNAMED,1995-08-06,2300, L, TD,21.5,-97.4,30,1995
38880,AL081995,          GABRIELLE,1995-08-11,2000, L, TS,23.7,-97.8,60,1995
38944,AL101995,               IRIS,1995-08-27,1800, L, TS,17.0,-61.9,50,1995
38945,AL101995,               IRIS,1995-08-27,2300, L, TS,17.7,-62.0,55,1995
38993,AL111995,              JERRY,1995-08-23,1800, L, TS,27.0,-80.2,35,1995
39078,AL131995,               LUIS,1995-09-05,1200, L, HU,17.5,-61.7,115,1995
39134,AL151995,            MARILYN,1995-09-14,2100, L, HU,15.5,-61.3,70,1995
39279,AL171995,               OPAL,1995-10-04,2200, L, HU,30.3,-87.1,100,1995
39319,AL191995,            ROXANNE,1995-10-11,200, L, HU,20.0,-87.6,100,1995
39417,AL011996,             ARTHUR,1996-06-20,0, L, TS,34.7,-76.4,35,1996
39462,AL021996,             BERTHA,1996-07-12,2000, L, HU,34.3,-77.8,90,1996
39495,AL031996,              CESAR,1996-07-28,400, L, HU,12.2,-83.9,75,1996
39505,AL041996,              DOLLY,1996-08-20,1730, L, HU,19.1,-87.7,65,1996
39517,AL041996,              DOLLY,1996-08-23,1200, L, HU,21.6,-97.7,70,1996
39652,AL061996,               FRAN,1996-09-06,30, L, HU,33.9,-78.0,100,1996
39725,AL081996,           HORTENSE,1996-09-10,600, L, HU,18.0,-66.9,70,1996
39745,AL081996,           HORTENSE,1996-09-15,300, L, HU,44.8,-62.5,70,1996
39798,AL101996,          JOSEPHINE,1996-10-08,330, L, TS,30.0,-83.9,60,1996
39836,AL111996,               KYLE,1996-10-12,1200, L, TD,16.0,-88.1,30,1996
39854,AL121996,               LILI,1996-10-18,930, L, HU,22.3,-82.0,85,1996
40014,AL051997,              DANNY,1997-07-18,900, L, HU,29.3,-89.7,65,1997
40019,AL051997,              DANNY,1997-07-19,1000, L, HU,30.2,-88.1,70,1997
40021,AL051997,              DANNY,1997-07-19,1800, L, HU,30.4,-87.9,65,1997
40215,AL021998,             BONNIE,1998-08-27,400, L, HU,34.4,-77.7,95,1998
40238,AL031998,            CHARLEY,1998-08-22,1000, L, TS,27.8,-97.1,40,1998
40318,AL051998,               EARL,1998-09-03,600, L, HU,30.1,-85.7,70,1998
40350,AL061998,            FRANCES,1998-09-11,600, L, TS,28.2,-96.9,45,1998
40384,AL071998,            GEORGES,1998-09-21,430, L, HU,17.0,-61.7,100,1998
40386,AL071998,            GEORGES,1998-09-21,800, L, HU,17.2,-62.6,100,1998
40389,AL071998,            GEORGES,1998-09-21,2200, L, HU,18.1,-65.8,90,1998
40393,AL071998,            GEORGES,1998-09-22,1230, L, HU,18.2,-68.7,105,1998
40399,AL071998,            GEORGES,1998-09-23,2130, L, HU,20.1,-74.5,65,1998
40407,AL071998,            GEORGES,1998-09-25,1530, L, HU,24.5,-81.8,90,1998
40419,AL071998,            GEORGES,1998-09-28,1130, L, HU,30.4,-88.9,90,1998
40443,AL081998,            HERMINE,1998-09-20,500, L, TS,29.1,-90.9,35,1998
40614,AL131998,              MITCH,1998-10-29,1200, L, HU,15.9,-85.7,70,1998
40637,AL131998,              MITCH,1998-11-04,200, L, TS,20.1,-90.5,35,1998
40643,AL131998,              MITCH,1998-11-05,1100, L, TS,26.2,-81.9,50,1998
40725,AL021999,            UNNAMED,1999-07-03,400, L, TD,20.5,-97.0,30,1999
40744,AL031999,               BRET,1999-08-23,0, L, HU,26.9,-97.4,100,1999
40822,AL051999,             DENNIS,1999-08-28,700, L, HU,26.6,-76.8,75,1999
40853,AL051999,             DENNIS,1999-09-04,2100, L, TS,34.8,-76.5,60,1999
40891,AL071999,            UNNAMED,1999-09-06,1200, L, TD,23.2,-97.7,30,1999
40923,AL081999,              FLOYD,1999-09-14,1200, L, HU,25.4,-76.3,105,1999
40925,AL081999,              FLOYD,1999-09-14,1900, L, HU,26.3,-77.1,110,1999
40932,AL081999,              FLOYD,1999-09-16,630, L, HU,33.8,-78.0,90,1999
41006,AL101999,             HARVEY,1999-09-21,1700, L, TS,25.9,-81.7,50,1999
41039,AL131999,              IRENE,1999-10-14,1200, L, TS,21.3,-82.9,60,1999
41041,AL131999,              IRENE,1999-10-14,1900, L, TS,22.7,-82.5,60,1999
41045,AL131999,              IRENE,1999-10-15,1300, L, HU,24.6,-81.6,65,1999
41047,AL131999,              IRENE,1999-10-15,2000, L, HU,25.3,-81.1,70,1999
41077,AL141999,               JOSE,1999-10-20,1600, L, HU,17.1,-61.7,80,1999
41081,AL141999,               JOSE,1999-10-21,1105, L, TS,18.4,-64.6,60,1999
41104,AL151999,            KATRINA,1999-10-30,0, L, TS,13.8,-83.4,35,1999
41131,AL161999,              LENNY,1999-11-17,1800, L, HU,17.4,-64.8,135,1999
41135,AL161999,              LENNY,1999-11-18,1800, L, HU,18.0,-63.3,110,1999
41136,AL161999,              LENNY,1999-11-19,0, L, HU,18.1,-63.1,85,1999
41137,AL161999,              LENNY,1999-11-19,600, L, HU,18.0,-62.9,75,1999
41140,AL161999,              LENNY,1999-11-20,0, L, TS,17.3,-61.8,55,1999
41299,AL072000,              DEBBY,2000-08-22,600, L, HU,17.5,-61.7,65,2000
41300,AL072000,              DEBBY,2000-08-22,915, L, HU,17.9,-62.8,65,2000
41302,AL072000,              DEBBY,2000-08-22,1500, L, HU,18.5,-64.4,65,2000
41325,AL092000,            UNNAMED,2000-09-09,1000, L, TD,29.9,-93.9,25,2000
41371,AL112000,             GORDON,2000-09-18,300, L, TS,29.3,-83.2,55,2000
41413,AL122000,             HELENE,2000-09-22,1200, L, TS,30.5,-86.6,35,2000
41525,AL152000,              KEITH,2000-10-02,2300, L, HU,17.9,-88.0,65,2000
41527,AL152000,              KEITH,2000-10-03,300, L, TS,17.9,-88.2,60,2000
41538,AL152000,              KEITH,2000-10-05,1800, L, HU,22.6,-97.9,80,2000
41625,AL012001,            ALLISON,2001-06-05,2100, L, TS,28.9,-95.3,45,2001
41647,AL012001,            ALLISON,2001-06-11,200, L, SD,29.6,-91.6,30,2001
41700,AL032001,              BARRY,2001-08-06,500, L, TS,30.4,-86.3,60,2001
41736,AL042001,            CHANTAL,2001-08-21,200, L, TS,18.1,-87.8,60,2001
41891,AL082001,          GABRIELLE,2001-09-14,1200, L, TS,27.1,-82.6,60,2001
41923,AL092001,            UNNAMED,2001-09-20,0, L, TD,13.9,-83.5,30,2001
41970,AL112001,               IRIS,2001-10-09,200, L, HU,16.3,-88.4,125,2001
42000,AL132001,              KAREN,2001-10-15,1200, L, TS,44.2,-64.8,40,2001
42042,AL152001,           MICHELLE,2001-11-04,1800, L, HU,21.5,-81.8,120,2001
42043,AL152001,           MICHELLE,2001-11-04,2300, L, HU,22.1,-81.2,115,2001
42046,AL152001,           MICHELLE,2001-11-05,1200, L, HU,24.3,-78.0,80,2001
42047,AL152001,           MICHELLE,2001-11-05,1800, L, HU,25.4,-76.4,75,2001
42134,AL022002,             BERTHA,2002-08-05,200, L, TS,29.4,-89.3,35,2002
42152,AL022002,             BERTHA,2002-08-09,800, L, TD,27.3,-97.4,20,2002
42207,AL052002,            EDOUARD,2002-09-05,45, L, TS,29.4,-81.1,35,2002
42221,AL062002,                FAY,2002-09-07,900, L, TS,28.5,-96.3,50,2002
42258,AL082002,             GUSTAV,2002-09-12,430, L, HU,45.6,-60.4,80,2002
42260,AL082002,             GUSTAV,2002-09-12,900, L, HU,47.6,-58.6,65,2002
42282,AL092002,              HANNA,2002-09-14,800, L, TS,29.1,-89.1,50,2002
42284,AL092002,              HANNA,2002-09-14,1500, L, TS,30.4,-88.4,50,2002
42314,AL102002,            ISIDORE,2002-09-20,2100, L, HU,22.0,-84.1,75,2002
42323,AL102002,            ISIDORE,2002-09-22,2100, L, HU,21.3,-89.3,110,2002
42337,AL102002,            ISIDORE,2002-09-26,600, L, TS,29.1,-90.3,55,2002
42437,AL122002,               KYLE,2002-10-11,1700, L, TS,33.0,-79.5,35,2002
42439,AL122002,               KYLE,2002-10-11,2200, L, TS,33.9,-78.4,35,2002
42479,AL132002,               LILI,2002-09-30,1400, L, HU,19.7,-79.8,65,2002
42483,AL132002,               LILI,2002-10-01,1100, L, HU,21.3,-83.0,90,2002
42485,AL132002,               LILI,2002-10-01,1400, L, HU,22.1,-84.0,90,2002
42495,AL132002,               LILI,2002-10-03,1300, L, HU,29.5,-92.2,80,2002
42509,AL142002,            UNNAMED,2002-10-16,1600, L, TD,22.0,-80.7,25,2002
42565,AL032003,               BILL,2003-06-30,1900, L, TS,29.3,-91.0,50,2003
42593,AL042003,          CLAUDETTE,2003-07-11,1000, L, TS,20.8,-86.9,50,2003
42611,AL042003,          CLAUDETTE,2003-07-15,1530, L, HU,28.3,-96.2,80,2003
42675,AL072003,            UNNAMED,2003-07-26,600, L, TD,31.5,-81.3,25,2003
42686,AL082003,              ERIKA,2003-08-16,1030, L, HU,25.3,-97.4,65,2003
42751,AL112003,              GRACE,2003-08-31,1100, L, TS,29.4,-95.1,35,2003
42771,AL122003,              HENRI,2003-09-06,900, L, TD,27.9,-82.8,30,2003
42833,AL132003,             ISABEL,2003-09-18,1700, L, HU,34.9,-76.2,90,2003
42869,AL152003,               JUAN,2003-09-29,300, L, HU,44.4,-63.8,85,2003
42961,AL172003,              LARRY,2003-10-05,1000, L, TS,18.4,-93.5,50,2003
43076,AL202003,             ODETTE,2003-12-06,2300, L, TS,17.8,-71.5,50,2003
43166,AL022004,             BONNIE,2004-08-12,1400, L, TS,29.6,-85.1,40,2004
43188,AL032004,            CHARLEY,2004-08-13,430, L, HU,22.7,-82.6,105,2004
43192,AL032004,            CHARLEY,2004-08-13,1945, L, HU,26.6,-82.2,130,2004
43193,AL032004,            CHARLEY,2004-08-13,2045, L, HU,26.9,-82.1,125,2004
43197,AL032004,            CHARLEY,2004-08-14,1400, L, HU,33.0,-79.4,70,2004
43198,AL032004,            CHARLEY,2004-08-14,1600, L, HU,33.8,-78.7,65,2004
43296,AL062004,            FRANCES,2004-09-02,1930, L, HU,24.0,-74.5,110,2004
43298,AL062004,            FRANCES,2004-09-03,530, L, HU,24.6,-75.6,100,2004
43300,AL062004,            FRANCES,2004-09-03,1000, L, HU,25.1,-76.1,95,2004
43305,AL062004,            FRANCES,2004-09-04,1000, L, HU,26.6,-78.2,90,2004
43309,AL062004,            FRANCES,2004-09-05,430, L, HU,27.2,-80.2,90,2004
43316,AL062004,            FRANCES,2004-09-06,1800, L, TS,30.1,-84.0,50,2004
43342,AL072004,             GASTON,2004-08-29,1400, L, HU,33.0,-79.6,65,2004
43375,AL082004,            HERMINE,2004-08-31,600, L, TS,41.5,-70.9,35,2004
43437,AL092004,               IVAN,2004-09-16,650, L, HU,30.2,-87.9,105,2004
43469,AL092004,               IVAN,2004-09-24,200, L, TD,29.8,-93.6,30,2004
43486,AL112004,             JEANNE,2004-09-14,400, L, TD,16.2,-61.3,30,2004
43493,AL112004,             JEANNE,2004-09-15,1600, L, TS,18.0,-66.0,60,2004
43497,AL112004,             JEANNE,2004-09-16,1100, L, HU,18.6,-68.3,70,2004
43535,AL112004,             JEANNE,2004-09-25,1400, L, HU,26.7,-77.3,100,2004
43538,AL112004,             JEANNE,2004-09-26,400, L, HU,27.2,-80.2,105,2004
43664,AL142004,            MATTHEW,2004-10-10,1100, L, TS,29.2,-91.0,35,2004
43723,AL012005,             ARLENE,2005-06-10,800, L, TS,21.8,-84.5,45,2005
43731,AL012005,             ARLENE,2005-06-11,1900, L, TS,30.3,-87.5,50,2005
43746,AL022005,               BRET,2005-06-29,1200, L, TS,20.8,-97.3,35,2005
43751,AL032005,              CINDY,2005-07-04,330, L, TD,19.0,-87.6,30,2005
43760,AL032005,              CINDY,2005-07-06,300, L, HU,29.2,-90.1,65,2005
43762,AL032005,              CINDY,2005-07-06,900, L, TS,30.2,-89.5,45,2005
43784,AL042005,             DENNIS,2005-07-04,2100, L, TD,12.1,-61.6,30,2005
43798,AL042005,             DENNIS,2005-07-08,245, L, HU,19.9,-77.6,120,2005
43802,AL042005,             DENNIS,2005-07-08,1845, L, HU,22.1,-80.7,120,2005
43811,AL042005,             DENNIS,2005-07-10,1930, L, HU,30.4,-87.1,105,2005
43856,AL052005,              EMILY,2005-07-14,700, L, HU,12.0,-61.8,75,2005
43873,AL052005,              EMILY,2005-07-18,630, L, HU,20.3,-87.4,115,2005
43882,AL052005,              EMILY,2005-07-20,1200, L, HU,24.8,-97.6,110,2005
43930,AL072005,               GERT,2005-07-25,0, L, TS,21.8,-97.6,40,2005
44060,AL112005,               JOSE,2005-08-23,330, L, TS,19.7,-96.4,50,2005
44072,AL122005,            KATRINA,2005-08-25,2230, L, HU,26.0,-80.1,70,2005
44087,AL122005,            KATRINA,2005-08-29,1110, L, HU,29.3,-89.6,110,2005
44089,AL122005,            KATRINA,2005-08-29,1445, L, HU,30.2,-89.6,105,2005
44205,AL162005,            OPHELIA,2005-09-06,1600, L, TD,26.6,-78.3,25,2005
44327,AL182005,               RITA,2005-09-24,740, L, HU,29.7,-93.7,100,2005
44349,AL202005,               STAN,2005-10-02,1000, L, TS,19.6,-87.5,35,2005
44358,AL202005,               STAN,2005-10-04,1200, L, HU,18.6,-94.9,70,2005
44372,AL222005,              TAMMY,2005-10-05,2300, L, TS,30.4,-81.4,45,2005
44418,AL242005,              VINCE,2005-10-11,900, L, TD,37.2,-7.1,30,2005
44445,AL252005,              WILMA,2005-10-21,2145, L, HU,20.6,-86.8,130,2005
44447,AL252005,              WILMA,2005-10-22,330, L, HU,20.8,-86.9,115,2005
44457,AL252005,              WILMA,2005-10-24,1030, L, HU,25.9,-81.7,105,2005
44472,AL262005,              ALPHA,2005-10-23,1000, L, TS,18.3,-71.3,45,2005
44494,AL272005,               BETA,2005-10-30,1200, L, HU,12.9,-83.5,90,2005
44637,AL012006,            ALBERTO,2006-06-13,1630, L, TS,29.9,-83.7,40,2006
44686,AL032006,              BERYL,2006-07-21,645, L, TS,41.3,-70.1,45,2006
44756,AL062006,            ERNESTO,2006-08-28,1115, L, TS,19.9,-75.5,35,2006
44764,AL062006,            ERNESTO,2006-08-30,300, L, TS,24.9,-80.6,40,2006
44765,AL062006,            ERNESTO,2006-08-30,500, L, TS,25.2,-80.7,40,2006
44774,AL062006,            ERNESTO,2006-09-01,340, L, TS,33.9,-78.1,60,2006
45063,AL022007,              BARRY,2007-06-02,1400, L, TD,27.5,-82.7,30,2007
45132,AL042007,               DEAN,2007-08-21,830, L, HU,18.7,-87.7,150,2007
45138,AL042007,               DEAN,2007-08-22,1630, L, HU,20.5,-97.0,85,2007
45147,AL052007,               ERIN,2007-08-16,1030, L, TD,28.0,-96.9,30,2007
45166,AL062007,              FELIX,2007-09-01,845, L, TS,12.1,-61.7,45,2007
45180,AL062007,              FELIX,2007-09-04,1200, L, HU,14.3,-83.2,140,2007
45197,AL072007,          GABRIELLE,2007-09-09,1530, L, TS,34.8,-76.4,50,2007
45236,AL092007,           HUMBERTO,2007-09-13,700, L, HU,29.6,-94.3,80,2007
45244,AL102007,                TEN,2007-09-22,0, L, TD,30.4,-86.7,25,2007
45283,AL132007,            LORENZO,2007-09-28,500, L, HU,20.5,-97.0,65,2007
45366,AL162007,               NOEL,2007-10-29,700, L, TS,18.1,-72.5,45,2007
45370,AL162007,               NOEL,2007-10-30,600, L, TS,21.1,-75.8,50,2007
45380,AL162007,               NOEL,2007-11-01,1315, L, TS,24.1,-77.9,50,2007
45381,AL162007,               NOEL,2007-11-01,1745, L, TS,25.0,-77.4,55,2007
45404,AL172007,               OLGA,2007-12-11,700, L, SS,18.4,-66.5,40,2007
45406,AL172007,               OLGA,2007-12-11,1800, L, TS,18.5,-68.4,50,2007
45427,AL012008,             ARTHUR,2008-05-31,900, L, TS,17.9,-88.2,40,2008
45530,AL042008,              DOLLY,2008-07-21,530, L, TS,20.8,-87.0,45,2008
45543,AL042008,              DOLLY,2008-07-23,1820, L, HU,26.4,-97.2,75,2008
45544,AL042008,              DOLLY,2008-07-23,2000, L, HU,26.4,-97.4,70,2008
45566,AL052008,            EDOUARD,2008-08-05,1200, L, TS,29.6,-94.2,55,2008
45573,AL062008,                FAY,2008-08-15,1430, L, TS,18.5,-68.4,35,2008
45577,AL062008,                FAY,2008-08-16,1145, L, TS,18.8,-72.8,40,2008
45582,AL062008,                FAY,2008-08-17,900, L, TS,19.9,-77.4,45,2008
45587,AL062008,                FAY,2008-08-18,700, L, TS,22.1,-80.8,45,2008
45590,AL062008,                FAY,2008-08-18,2030, L, TS,24.5,-81.8,50,2008
45593,AL062008,                FAY,2008-08-19,845, L, TS,25.9,-81.6,55,2008
45604,AL062008,                FAY,2008-08-21,1900, L, TS,29.3,-81.1,55,2008
45611,AL062008,                FAY,2008-08-23,615, L, TS,29.8,-84.7,45,2008
45639,AL072008,             GUSTAV,2008-08-26,1800, L, HU,18.1,-72.8,70,2008
45647,AL072008,             GUSTAV,2008-08-28,1800, L, TS,18.0,-76.2,60,2008
45649,AL072008,             GUSTAV,2008-08-29,200, L, TS,17.9,-77.2,60,2008
45656,AL072008,             GUSTAV,2008-08-30,1800, L, HU,21.6,-82.5,125,2008
45657,AL072008,             GUSTAV,2008-08-30,2200, L, HU,22.4,-83.1,135,2008
45665,AL072008,             GUSTAV,2008-09-01,1500, L, HU,29.2,-90.7,90,2008
45702,AL082008,              HANNA,2008-09-02,0, L, HU,21.8,-72.3,75,2008
45710,AL082008,              HANNA,2008-09-03,1900, L, TS,21.7,-71.8,50,2008
45721,AL082008,              HANNA,2008-09-06,700, L, TS,33.8,-78.7,60,2008
45757,AL092008,                IKE,2008-09-07,1300, L, HU,21.0,-73.2,110,2008
45760,AL092008,                IKE,2008-09-08,200, L, HU,21.1,-75.7,115,2008
45767,AL092008,                IKE,2008-09-09,1400, L, HU,22.6,-82.9,70,2008
45783,AL092008,                IKE,2008-09-13,700, L, HU,29.3,-94.7,95,2008
45842,AL112008,               KYLE,2008-09-29,0, L, HU,43.8,-66.2,65,2008
45889,AL132008,              MARCO,2008-10-07,1200, L, TS,19.9,-96.5,55,2008
45942,AL162008,            SIXTEEN,2008-10-15,1230, L, TD,15.8,-84.5,25,2008
45959,AL172008,             PALOMA,2008-11-09,100, L, HU,20.7,-78.0,85,2008
46059,AL032009,               BILL,2009-08-24,300, L, TS,46.9,-56.0,60,2009
46072,AL042009,          CLAUDETTE,2009-08-17,530, L, TS,30.4,-86.5,40,2009
46093,AL062009,              ERIKA,2009-09-02,1830, L, TS,16.3,-61.3,35,2009
46220,AL112009,                IDA,2009-11-05,1200, L, HU,12.9,-83.6,70,2009
46255,AL012010,               ALEX,2010-06-27,0, L, TS,17.5,-88.2,55,2010
46273,AL012010,               ALEX,2010-07-01,200, L, HU,24.2,-97.7,95,2010
46284,AL022010,                TWO,2010-07-08,1400, L, TD,26.1,-97.1,30,2010
46294,AL032010,             BONNIE,2010-07-22,2315, L, TS,23.0,-75.7,35,2010
46296,AL032010,             BONNIE,2010-07-23,515, L, TS,23.7,-77.5,40,2010
46299,AL032010,             BONNIE,2010-07-23,1430, L, TS,25.4,-80.2,35,2010
46464,AL072010,               EARL,2010-09-04,1500, L, HU,44.3,-64.5,65,2010
46466,AL072010,               EARL,2010-09-04,1900, L, TS,46.0,-62.7,60,2010
46536,AL102010,            HERMINE,2010-09-07,200, L, TS,25.3,-97.4,60,2010
46603,AL112010,               IGOR,2010-09-21,1500, L, HU,46.6,-53.2,75,2010
46669,AL132010,               KARL,2010-09-15,1245, L, TS,18.5,-87.8,55,2010
46679,AL132010,               KARL,2010-09-17,1645, L, HU,19.3,-96.2,100,2010
46727,AL152010,            MATTHEW,2010-09-24,1900, L, TS,14.7,-83.3,50,2010
46731,AL152010,            MATTHEW,2010-09-25,1500, L, TS,16.5,-88.4,35,2010
46798,AL182010,              PAULA,2010-10-11,1200, L, TS,15.0,-83.2,45,2010
46811,AL182010,              PAULA,2010-10-14,1500, L, TS,22.7,-83.9,55,2010
46839,AL192010,            RICHARD,2010-10-25,30, L, HU,17.2,-88.3,85,2010
46860,AL212010,              TOMAS,2010-10-30,900, L, TS,13.0,-59.5,60,2010
46863,AL212010,              TOMAS,2010-10-30,2000, L, HU,13.4,-61.2,85,2010
46890,AL212010,              TOMAS,2010-11-06,730, L, TS,21.7,-71.6,60,2010
46919,AL012011,             ARLENE,2011-06-30,1300, L, TS,21.6,-97.4,55,2011
46976,AL042011,                DON,2011-07-30,230, L, TD,27.3,-97.4,30,2011
47043,AL082011,             HARVEY,2011-08-20,1730, L, TS,17.0,-88.3,55,2011
47050,AL082011,             HARVEY,2011-08-22,200, L, TS,18.7,-95.2,35,2011
47057,AL092011,              IRENE,2011-08-21,2300, L, TS,17.8,-64.6,60,2011
47059,AL092011,              IRENE,2011-08-22,525, L, TS,18.1,-65.8,60,2011
47070,AL092011,              IRENE,2011-08-24,1600, L, HU,22.4,-74.0,100,2011
47072,AL092011,              IRENE,2011-08-25,0, L, HU,23.5,-75.1,95,2011
47074,AL092011,              IRENE,2011-08-25,900, L, HU,24.7,-76.2,90,2011
47076,AL092011,              IRENE,2011-08-25,1800, L, HU,26.5,-77.2,90,2011
47083,AL092011,              IRENE,2011-08-27,1200, L, HU,34.7,-76.6,75,2011
47087,AL092011,              IRENE,2011-08-28,935, L, TS,39.4,-74.4,60,2011
47089,AL092011,              IRENE,2011-08-28,1300, L, TS,40.6,-74.0,55,2011
47193,AL132011,                LEE,2011-09-04,1030, L, SS,29.6,-92.1,40,2011
47245,AL142011,              MARIA,2011-09-16,1830, L, TS,47.0,-53.5,60,2011
47266,AL152011,               NATE,2011-09-11,1600, L, TS,20.5,-97.0,40,2011
47418,AL182011,               RINA,2011-10-28,200, L, TS,20.5,-87.2,50,2011
47498,AL022012,              BERYL,2012-05-28,410, L, TS,30.2,-81.4,55,2012
47564,AL042012,              DEBBY,2012-06-26,2100, L, TS,29.3,-83.2,35,2012
47595,AL052012,            ERNESTO,2012-08-08,100, L, HU,18.7,-87.2,80,2012
47596,AL052012,            ERNESTO,2012-08-08,315, L, HU,18.8,-87.7,85,2012
47603,AL052012,            ERNESTO,2012-08-09,1615, L, TS,18.3,-94.6,55,2012
47663,AL072012,             HELENE,2012-08-18,1200, L, TD,21.9,-97.7,30,2012
47685,AL082012,             GORDON,2012-08-20,530, L, HU,37.0,-25.1,65,2012
47711,AL092012,              ISAAC,2012-08-25,600, L, TS,18.3,-72.7,55,2012
47713,AL092012,              ISAAC,2012-08-25,1500, L, TS,20.1,-74.5,50,2012
47727,AL092012,              ISAAC,2012-08-29,0, L, HU,28.9,-89.4,70,2012
47730,AL092012,              ISAAC,2012-08-29,800, L, HU,29.2,-90.2,70,2012
48068,AL182012,              SANDY,2012-10-24,1900, L, HU,17.9,-76.6,75,2012
48070,AL182012,              SANDY,2012-10-25,525, L, HU,20.0,-76.0,100,2012
48092,AL182012,              SANDY,2012-10-29,2330, L, EX,39.4,-74.4,70,2012
48125,AL012013,             ANDREA,2013-06-06,2200, L, TS,29.5,-83.4,50,2013
48142,AL022013,              BARRY,2013-06-17,2200, L, TD,16.5,-88.4,30,2013
48153,AL022013,              BARRY,2013-06-20,1115, L, TS,19.6,-96.4,40,2013
48244,AL062013,            FERNAND,2013-08-26,445, L, TS,19.5,-96.3,50,2013
48285,AL082013,              EIGHT,2013-09-06,1800, L, TD,22.3,-97.9,30,2013
48351,AL102013,             INGRID,2013-09-16,1115, L, TS,23.7,-97.7,55,2013
48488,AL012014,             ARTHUR,2014-07-04,315, L, HU,34.7,-76.6,85,2014
48490,AL012014,             ARTHUR,2014-07-04,800, L, HU,35.8,-75.5,85,2014
48552,AL032014,             BERTHA,2014-08-03,1400, L, TS,21.8,-71.9,40,2014
48624,AL052014,              DOLLY,2014-09-03,400, L, TS,22.0,-97.7,40,2014
48686,AL072014,                FAY,2014-10-12,810, L, HU,32.3,-64.7,70,2014
48698,AL082014,            GONZALO,2014-10-13,1430, L, HU,17.1,-61.8,65,2014
48700,AL082014,            GONZALO,2014-10-13,2245, L, HU,18.1,-63.0,75,2014
48701,AL082014,            GONZALO,2014-10-13,2315, L, HU,18.2,-63.1,75,2014
48719,AL082014,            GONZALO,2014-10-18,30, L, HU,32.3,-64.8,95,2014
48756,AL092014,              HANNA,2014-10-27,1600, L, TS,14.9,-83.3,35,2014
48783,AL012015,                ANA,2015-05-10,1000, L, TS,33.8,-78.8,40,2015
48797,AL022015,               BILL,2015-06-16,1645, L, TS,28.2,-96.7,50,2015
49028,AL112015,            JOAQUIN,2015-10-01,1200, L, HU,23.1,-73.7,115,2015
49033,AL112015,            JOAQUIN,2015-10-02,1600, L, HU,23.6,-74.8,110,2015
49035,AL112015,            JOAQUIN,2015-10-02,2100, L, HU,24.1,-74.5,110,2015
